id;name;national_id;gender;birth;phone;created_by;new_patient
764;Hector Fox;E272730580;FEMALE;2006-11-15;0938710610;system;True
765;Christopher Huang;A105634643;FEMALE;1963-08-19;0976112284;system;True
766;Jenna Torres;P105328344;OTHER;1913-07-17;0938479637;system;True
767;Martin Mclaughlin;H359131051;MALE;1956-02-10;0976125310;system;False
768;Andrea Ray;K425835893;MALE;1971-12-08;0960235426;system;True
769;Charles Kelly;D101060891;OTHER;1997-09-05;0982383097;system;True
770;James Arias;B100074350;MALE;1915-11-11;0905101072;system;False
771;Sheila Hunter;P410756825;FEMALE;1922-08-03;0946102987;system;False
772;Michelle Johnson;U910722410;FEMALE;2009-04-16;0912025710;system;False
773;Aaron Butler;L910855105;FEMALE;1910-07-24;0917837711;system;False
774;Kelly Rodriguez;A361022729;FEMALE;1975-10-19;0900485352;system;False
775;Gary Humphrey;O048787668;MALE;1991-01-23;0976481004;system;True
776;Krystal Andrade;A570378652;OTHER;2013-02-20;0910581010;system;True
777;Jeremy Mathews;S791086436;OTHER;1904-09-30;0930267118;system;False
778;Kathy Bartlett;O066101034;FEMALE;2014-08-20;0944984862;system;True
779;Brooke Jones;V102710213;MALE;1915-05-04;0932206101;system;False
780;Julie Walker;C911068525;OTHER;1974-06-14;0970127629;system;False
781;Richard Dunn;S137298410;FEMALE;1929-02-03;0982107132;system;False
782;Alexandra Pena;E210850810;MALE;1981-05-26;0977124006;system;True
783;Michael Molina;Y514404110;FEMALE;1947-11-27;0930101055;system;False
784;Heather Ford;L962418097;FEMALE;1996-11-26;0911291063;system;False
785;Cody James;C833481105;FEMALE;1957-10-25;0917305710;system;False
786;Jennifer Kelly;P104777342;OTHER;1917-08-30;0941424012;system;False
787;Darlene Davis;H474711044;OTHER;1980-10-19;0925379871;system;True
788;Matthew Hodges;N738280903;FEMALE;1937-11-02;0941010591;system;False
789;Brittany George;L919569698;MALE;1947-03-14;0911503472;system;True
790;Ebony Conley;C581742402;FEMALE;1987-10-21;0910820911;system;False
791;Robert Johnson;A711106272;FEMALE;1935-01-26;0960909973;system;False
792;Abigail Peters;E410326057;MALE;2008-08-29;0985691332;system;False
793;Miss Karen Butler DDS;Y179870372;FEMALE;1937-03-18;0951074311;system;True
794;Shannon Holland;I798390400;OTHER;1937-07-17;0921058596;system;False
795;George Washington;S841094916;FEMALE;2001-05-07;0990013057;system;False
796;Andrea Henry;P378867108;FEMALE;1967-07-16;0904577101;system;False
797;Sara Fernandez;L798103778;FEMALE;2004-03-24;0953761321;system;True
798;Rhonda Oneill;R549100410;FEMALE;2001-04-08;0922908910;system;False
799;Derek Macias;W647173498;MALE;1984-01-29;0910247471;system;True
800;William Savage;Y330861425;OTHER;1942-03-13;0967256281;system;True
801;Joseph Duran;O715918983;FEMALE;1921-04-16;0972582910;system;True
802;Alexis Duran;P101373260;OTHER;1932-08-08;0953835719;system;True
803;Steven Burns;D551657170;FEMALE;1957-09-17;0949831910;system;False
804;Donna Morris;J582386549;MALE;1931-03-27;0936131063;system;False
805;Kathryn Campbell;G577837879;FEMALE;1994-02-24;0983218105;system;False
806;Michael Harris;U103227003;OTHER;1980-01-30;0937056632;system;True
807;Vincent Jimenez;M770103301;OTHER;2005-12-25;0900398910;system;True
808;Russell Mathis;G833588291;MALE;1926-07-01;0957683397;system;False
809;Peter Walker;R743751923;OTHER;1929-11-15;0941262093;system;True
810;Russell Matthews;R623481318;FEMALE;2018-05-14;0910143323;system;False
811;Paul Mejia;J913988914;FEMALE;1935-05-25;0903976108;system;True
812;Laura Ellis;A510889022;MALE;1931-03-24;0934624107;system;False
813;Matthew Williamson;S310834599;MALE;1940-10-02;0997850978;system;True
814;Danny Hall;D310631010;FEMALE;1975-01-09;0943453937;system;False
815;Tina Benitez;D251016132;FEMALE;1917-06-04;0943395131;system;False
816;Nicole Larsen;A507108440;MALE;1974-04-20;0983761071;system;True
817;Lisa Osborne;V041852897;FEMALE;1909-04-01;0996152520;system;False
818;Andrew Strickland;O293168056;MALE;1909-07-22;0921014445;system;False
819;Janice Hall;D561010087;FEMALE;1915-02-01;0924881346;system;False
820;Angel Smith;Y644897641;OTHER;1934-01-10;0946050893;system;True
821;Kelly Smith;F813233442;OTHER;1953-01-26;0969056635;system;False
822;Nathan Banks;U435447048;FEMALE;1948-05-02;0940140895;system;False
823;Chad Boyer;O610857424;OTHER;1946-02-03;0993080596;system;False
824;Benjamin Case;D623973442;FEMALE;1988-01-26;0985955950;system;True
825;Luis Green;F245214901;OTHER;1973-01-04;0985628650;system;False
826;Linda Stein;Q401072510;FEMALE;1933-05-02;0981410801;system;False
827;Sandra Sandoval;S261091410;MALE;1958-07-27;0998063841;system;True
828;Donna Herman;E149816910;OTHER;2001-01-01;0934928491;system;True
829;John Anderson;Y259524114;OTHER;1916-11-30;0990105995;system;False
830;Wendy Jordan;M563837576;FEMALE;1931-11-29;0901706102;system;False
831;Tiffany Freeman;S757990810;OTHER;1946-09-02;0985104744;system;True
832;Timothy Martin;I883178336;OTHER;2012-09-23;0921554932;system;False
833;Jose Smith;O360310598;MALE;1951-12-26;0906638553;system;False
834;Gail May;C937421199;OTHER;1935-07-02;0978871478;system;True
835;Ashley Schultz;F753045575;OTHER;1968-08-24;0944255670;system;False
836;Mr. Douglas Brown;S896101493;MALE;1932-12-14;0912818717;system;False
837;Patrick Knight;U689106259;FEMALE;1956-11-04;0931089007;system;False
838;Christine Pineda;F208905041;MALE;1917-12-12;0904589494;system;True
839;Alexandria Perez;V085504810;OTHER;1985-09-05;0949930077;system;False
840;Kevin Robles;H210202943;OTHER;2011-12-14;0984024710;system;True
841;Erica Woodard;H126201923;FEMALE;2014-08-18;0905982354;system;False
842;Andrew Harrington;J693148274;FEMALE;1917-07-03;0925195663;system;False
843;Kevin Parrish;N531365010;MALE;1964-02-27;0917654871;system;True
844;Becky Sharp;M662341843;FEMALE;1917-05-03;0927566731;system;True
845;Kayla Perez;M481690367;MALE;2011-09-25;0985554667;system;True
846;Keith Lara;Y551055085;MALE;1925-07-15;0910921037;system;False
847;Melinda Franklin;E105429905;OTHER;2006-02-26;0998267421;system;True
848;Robin Paul;U951061099;MALE;1953-09-02;0966217329;system;True
849;Amy Lane;L673068111;FEMALE;1958-06-25;0983342125;system;False
850;Jordan Perez;E727852983;MALE;1911-07-14;0942991020;system;True
851;William Flores;B184968320;OTHER;1995-07-24;0910405702;system;True
852;Lisa Carr;T108176900;FEMALE;1953-05-16;0984618343;system;True
853;Kelly Pearson;O621387535;FEMALE;1954-10-19;0990918248;system;True
854;James Kennedy;N419576883;OTHER;1950-04-04;0923833832;system;False
855;Wendy Martinez;M164690058;FEMALE;2002-10-26;0912928106;system;True
856;Mrs. Kellie Silva;Z514479438;OTHER;1958-03-03;0963371059;system;True
857;Daniel Davis;T115546474;MALE;2005-04-12;0922670778;system;True
858;Stephen Lopez;C821650710;MALE;1943-08-22;0986660104;system;False
859;Brittany Lee;I779224757;OTHER;1959-07-29;0963100723;system;True
860;Jose Scott;N218327556;MALE;1937-07-01;0981071056;system;True
861;Mr. Jason Brown;W390732858;MALE;2016-02-09;0967223999;system;True
862;George Beck;G853759694;FEMALE;1915-06-19;0909101000;system;True
863;Emma Thompson;G736925710;MALE;1997-11-26;0969161510;system;False
864;Carol Barry;I318727490;MALE;1954-06-13;0947590462;system;False
865;Amber Reed;O970010071;OTHER;1950-03-06;0931101028;system;True
866;Michael Skinner;U936723966;OTHER;1935-06-26;0911910596;system;False
867;Hannah Woodward MD;I201068108;OTHER;1973-10-18;0930341103;system;True
868;Richard Johnson;F715417502;OTHER;2015-08-16;0967636964;system;False
869;Luis Young;N748149344;FEMALE;1961-10-17;0975310120;system;False
870;Jared Dominguez;O115296051;OTHER;2017-08-13;0984543216;system;True
871;Julian King;O761768042;OTHER;1981-09-14;0936188284;system;False
872;Cory Sims;V795178528;OTHER;1999-02-14;0914960108;system;True
873;Eric Terry;R994517737;MALE;1931-06-25;0929144066;system;False
874;Terry Gray;W808345625;OTHER;1904-07-28;0931038810;system;True
875;Anna Woodward;P101063621;MALE;1994-09-25;0996010107;system;True
876;Cynthia Weaver;X341823744;OTHER;1986-10-07;0996994624;system;False
877;Lindsay Johnson;G722219310;OTHER;1963-07-24;0910078107;system;True
878;Christopher Estrada;W267101910;OTHER;1947-09-08;0929572100;system;False
879;Donald Flynn;E510069238;OTHER;2013-01-04;0902143778;system;False
880;Angela Benton;L527104377;MALE;1922-10-16;0917101041;system;True
881;Erika White;J569927110;FEMALE;1919-09-06;0915100105;system;False
882;Steven Li;B221071087;MALE;2002-09-28;0971001067;system;False
883;Brad Ward;D813105436;FEMALE;1912-07-16;0968101096;system;False
884;Debbie Richard;P747657119;OTHER;1921-09-15;0920810310;system;False
885;Daniel Edwards;X913107977;OTHER;1985-04-20;0966471030;system;True
886;Diana Hall;V440070813;FEMALE;1989-07-01;0953621083;system;False
887;Mark Greene;Y472116592;OTHER;1920-03-27;0910102530;system;True
888;Jennifer Taylor;J735015163;MALE;2018-01-27;0971571637;system;False
889;Ebony Riggs;S548993123;MALE;1936-03-29;0902102854;system;True
890;Rebecca Miller;E323812881;FEMALE;1927-12-07;0910108561;system;False
891;Ronald Hester;U940258808;FEMALE;1932-05-29;0926210716;system;False
892;Matthew Wilson;A309739107;MALE;1964-03-20;0907593879;system;False
893;Chase Johnson;N538104977;FEMALE;1990-11-07;0931664131;system;True
894;Theresa Willis;X776751089;MALE;1998-03-29;0982673510;system;True
895;Aaron Torres;O014809626;OTHER;1943-05-02;0962103960;system;False
896;Mary Thomas;L005520556;OTHER;1937-08-05;0964984110;system;False
897;Danielle Norman;D110179353;OTHER;2003-04-08;0934314024;system;False
898;Krystal Spears;H365477435;OTHER;1943-06-05;0966101015;system;True
899;Meghan Spears;S798568121;OTHER;1944-01-09;0986108848;system;False
900;Paul Castro DDS;A691050527;MALE;1983-01-31;0973701889;system;False
901;Daniel Simmons;H109013946;FEMALE;1926-10-02;0944110820;system;True
902;Justin Riddle;I751806610;FEMALE;1943-02-23;0996103871;system;False
903;Vanessa Mccarthy;R110791000;MALE;2000-12-29;0912305901;system;False
904;Jessica Murphy;C510722101;FEMALE;1924-08-10;0910110991;system;True
905;Kristie Schneider;H553990873;OTHER;1922-08-22;0921422614;system;True
906;Deborah Ward;K794410786;OTHER;1926-12-09;0992329907;system;False
907;Joshua Price;P474321971;FEMALE;1997-09-06;0930517791;system;False
908;Catherine Goodman;M091641410;OTHER;1967-11-04;0979852910;system;True
909;Amy Hicks;R977552686;MALE;1938-12-31;0941071001;system;False
910;Shari Medina;I101312439;OTHER;1922-05-26;0966778970;system;False
911;Mario Barnes;Q243668710;OTHER;1921-10-11;0940858128;system;False
912;Shaun Nguyen;P610921876;FEMALE;1978-12-11;0953939973;system;False
913;Mrs. Felicia Barnett;D580848232;FEMALE;1904-03-22;0989530038;system;False
914;Michael Moyer;U896108710;MALE;1951-09-21;0987800685;system;True
915;Amy Andrews;K797423045;MALE;1954-07-31;0901010178;system;True
916;Lisa Harris;L671087162;OTHER;1955-02-20;0907710445;system;False
917;Cory Watts;X106946283;OTHER;1922-04-25;0966936281;system;False
918;Nicole Oliver;H281002116;FEMALE;1947-06-21;0968991558;system;True
919;Amy Martin;U985118031;MALE;1953-05-15;0910337914;system;False
920;Rodney Austin;Q109934259;MALE;2011-03-10;0941012433;system;True
921;Christine Burke;M369611004;MALE;1972-08-27;0949164966;system;True
922;Kelly Davis;F287601910;MALE;1917-08-21;0910174716;system;False
923;Deanna Pennington;H769616233;MALE;1917-09-04;0911027102;system;True
924;Amy Wagner;Y310132110;OTHER;1979-05-17;0991598109;system;True
925;David Larson;G101036212;MALE;1919-08-13;0964189071;system;True
926;Julie Mendoza;O944330101;MALE;1975-04-14;0912963229;system;True
927;Derek Murray;S248494100;FEMALE;1959-09-06;0992581010;system;False
928;Robert White;N827843855;FEMALE;1906-01-09;0931041010;system;True
929;Natalie Jenkins;R908839757;OTHER;1950-08-16;0930825910;system;False
930;Daniel Vasquez;E510453310;FEMALE;2002-04-13;0925211010;system;False
931;Joshua Clark;O010937454;OTHER;1936-10-18;0953207640;system;True
932;Kyle Butler;P711073976;MALE;1992-07-27;0929679877;system;False
933;Matthew Chan;X391089592;MALE;1977-04-18;0956422064;system;True
934;Carlos Miller;L420242971;OTHER;2006-08-19;0944092102;system;True
935;Tina Shaw;S135785667;FEMALE;1951-07-11;0993070653;system;True
936;Kenneth Simon;V880801344;FEMALE;1909-06-03;0929871007;system;False
937;Elizabeth Delgado;G710793010;OTHER;1922-10-04;0973971717;system;True
938;Caroline Barry;A530584321;FEMALE;1974-07-06;0909230271;system;False
939;Nathan Sullivan;W110992712;MALE;1916-06-23;0949033907;system;False
940;Amy Brown;V598895382;OTHER;1942-11-04;0957758101;system;False
941;David Hansen;I797063110;OTHER;1956-10-29;0964878793;system;True
942;Sarah Mosley;R307042991;MALE;1909-11-11;0910358102;system;False
943;Suzanne Shields;X492102474;OTHER;1905-07-11;0940101091;system;False
944;Michelle Lopez;D698209106;FEMALE;1973-11-14;0913269557;system;False
945;Samantha Collins;N210831287;MALE;1988-08-02;0982286710;system;False
946;William Randall;V401085829;MALE;1957-05-01;0918018483;system;False
947;Darlene Hammond;I525892472;MALE;1927-12-19;0950108510;system;False
948;Amy Jones;Y110110736;OTHER;1941-02-20;0973295610;system;False
949;Brittany Rivas;C494028742;FEMALE;2015-05-09;0919151083;system;False
950;Chelsea Wilson;P404575310;OTHER;1968-12-28;0940949569;system;True
951;Emma Rivers;F823674692;FEMALE;1958-04-21;0949110243;system;True
952;Keith Henderson;Q111879104;OTHER;2008-10-02;0931015041;system;True
953;Darrell Rivera;Z831546929;FEMALE;2004-06-07;0918043444;system;False
954;Debra Brock;C027010431;MALE;1908-07-26;0911339264;system;False
955;Gabriel Navarro;T236591072;FEMALE;1941-09-23;0910300104;system;True
956;Madison Smith;A650106736;OTHER;1986-09-08;0968101021;system;False
957;Timothy Patterson;J620441038;FEMALE;1964-08-31;0947101227;system;False
958;Autumn Manning;W106108400;OTHER;1905-05-17;0910095106;system;False
959;Kari Cuevas;T102314310;FEMALE;1975-02-11;0937374107;system;False
960;John Thompson;U098637188;OTHER;1960-05-28;0910976110;system;True
961;Patricia Meyer;M599421377;MALE;1904-01-13;0911021011;system;True
962;Justin Greene;T526687310;FEMALE;1985-12-22;0943641071;system;True
963;Christopher Smith;S879107628;MALE;1919-04-26;0920358240;system;False
964;Stephanie Davis;Q600412374;FEMALE;2012-08-11;0926442389;system;False
965;Kathy Owens;J639058810;FEMALE;2009-03-17;0960105257;system;False
966;Jordan Romero;H035103649;MALE;1916-05-01;0937423739;system;True
967;Jonathan Wolfe;Q562519361;OTHER;1946-11-28;0988561089;system;True
968;Andrew Garcia;E761010835;OTHER;1945-02-15;0914110704;system;True
969;Traci Stephens;T109978539;OTHER;1912-04-10;0980523764;system;False
970;Michelle Turner;T102055962;OTHER;1962-08-20;0959131027;system;True
971;Larry Williams;S830232811;OTHER;1999-11-02;0914812107;system;True
972;Stephanie Livingston;I580841081;MALE;1908-03-20;0981121099;system;True
973;Mario Joseph;P376930547;MALE;1972-03-21;0997109132;system;False
974;Michael Harris;F661027296;OTHER;1973-10-31;0900101810;system;False
975;Jennifer Cruz;Z316761098;MALE;1993-04-18;0976106431;system;False
976;Deborah Rogers;L735410922;OTHER;1988-10-06;0904973210;system;False
977;Betty Bowman;Q104083823;MALE;2005-02-08;0943838710;system;False
978;Gina Garcia;N310955949;FEMALE;2004-09-05;0910210821;system;False
979;Christine Nash;A793307051;OTHER;1930-02-24;0949949927;system;False
980;Rachel Jensen;H102322710;MALE;1975-09-07;0973772761;system;True
981;Mckenzie Myers MD;U455103029;OTHER;1991-03-28;0914441557;system;False
982;Cory Bailey;X289873390;MALE;1935-11-27;0971008908;system;True
983;Kristin Armstrong;Q839610434;MALE;1946-11-09;0905106563;system;False
984;Johnny Johnson;V210780361;OTHER;2012-08-27;0987945317;system;False
985;Tracy Salas;C933843388;MALE;1947-12-10;0969978466;system;False
986;Bryan Erickson;C086169475;OTHER;2010-03-12;0948610477;system;False
987;Shannon Harrison;A426606103;MALE;1951-01-23;0910542852;system;False
988;Terry Hendrix;J543116974;OTHER;1979-01-22;0970203417;system;False
989;Julie Green;E281901044;OTHER;1960-11-15;0982104355;system;True
990;Dr. Michael Henderson;N411011239;OTHER;1969-02-26;0962590979;system;True
991;Brenda Palmer;E913796866;FEMALE;1917-12-05;0981070901;system;True
992;Travis Davis;O847090694;FEMALE;1998-01-24;0924832160;system;False
993;Dean Kelly;M387101527;MALE;1930-11-17;0999641044;system;False
994;Julie Owens;X218894696;MALE;1995-12-04;0990248208;system;False
995;Michael Gonzalez;P523923125;OTHER;1924-09-21;0901046864;system;True
996;Jennifer Gray;U610119022;MALE;1928-11-08;0950138109;system;True
997;Kevin Reilly;N449161032;MALE;1980-03-16;0926108101;system;False
998;Emily Pacheco;H196710426;FEMALE;1982-09-21;0941066871;system;False
999;Jon Sexton;P340292544;OTHER;1922-08-23;0910037541;system;True
1000;Ann Riggs;J910274173;MALE;1935-07-04;0920448510;system;False
1001;James Bailey MD;M611417477;FEMALE;1923-06-25;0998964687;system;False
1002;Dana Richards;Y255505197;FEMALE;1920-08-21;0900623900;system;True
1003;Melissa Brown;Q592381093;FEMALE;1952-04-01;0975107767;system;False
1004;Paul Castillo;C693642887;OTHER;2004-02-10;0922550230;system;False
1005;Daniel Martinez;U859973684;MALE;1985-10-08;0980510897;system;False
1006;Dana Walker DVM;H100810106;MALE;1953-08-20;0911045612;system;True
1007;Amanda Kennedy;F069649854;FEMALE;2011-04-14;0993319801;system;True
1008;Mary Williams;E979210238;FEMALE;1982-01-19;0969005865;system;True
1009;Becky King;R310480110;FEMALE;2008-12-10;0910073912;system;False
1010;Tiffany Mills;S508101294;OTHER;1995-04-23;0942674576;system;True
1011;Zachary Morton;H422810078;MALE;1961-08-16;0961110144;system;False
1012;Carlos Johnson;U984888061;MALE;1907-10-14;0908108328;system;False
1013;Samuel Lambert;M185711010;MALE;2011-03-10;0940210083;system;True
1014;Michael Montoya;G900089494;MALE;1955-01-05;0911381033;system;False
1015;James Taylor;Q810231041;MALE;1954-08-10;0902932899;system;True
1016;Jennifer Rich;N472705120;FEMALE;1991-07-22;0910510992;system;True
1017;Grant Gilmore;E202310657;FEMALE;2007-09-30;0942259984;system;True
1018;Timothy Bolton;Z807439710;OTHER;2000-04-16;0910181632;system;True
1019;Jennifer Smith;K911005355;MALE;1953-02-08;0930056105;system;True
1020;Stacey Schaefer;C764109990;FEMALE;1972-01-16;0998010822;system;False
1021;Dennis Potts;C370275437;OTHER;1985-02-03;0994105086;system;False
1022;Yolanda Bryan;V666793685;MALE;1905-04-22;0941059896;system;True
1023;Joshua Wolfe;A102117861;FEMALE;1989-06-12;0964018574;system;True
1024;Heather Davis;O761742662;OTHER;1971-04-13;0926110687;system;True
1025;Michael Duffy;N651910218;MALE;2016-07-05;0987406601;system;True
1026;Dana Thompson;C911109053;OTHER;1905-02-07;0910762481;system;False
1027;Eric Dickerson;B241353762;MALE;1955-06-04;0981014209;system;False
1028;Darren Barker;W291001082;FEMALE;1973-04-07;0925105106;system;False
1029;Joan Hill;D226101059;OTHER;1968-09-20;0949907206;system;True
1030;Joshua Lewis;J025687298;OTHER;1961-10-09;0978651506;system;False
1031;Kristina Martinez;R901024894;OTHER;2004-08-16;0982414109;system;True
1032;Sara Weiss;G984101017;MALE;1912-03-05;0908810610;system;False
1033;Matthew Schwartz;C435791710;FEMALE;1971-01-12;0967183955;system;True
1034;Nancy Howard;H917455878;MALE;1903-03-03;0938661023;system;False
1035;Heather Alvarez;R444723005;MALE;2004-07-18;0914079821;system;False
1036;Michael Johnson;S140459377;FEMALE;1944-12-30;0939817897;system;True
1037;Eric Davis;I839714510;OTHER;1961-11-07;0908647931;system;False
1038;Sarah Thomas;S618910650;FEMALE;2008-06-14;0982356572;system;False
1039;Tyler Hall;L847038799;FEMALE;1918-01-12;0901109722;system;True
1040;Julia Clark;B522337106;FEMALE;1980-12-25;0977945057;system;True
1041;Rachel Lutz;M037561019;OTHER;1944-05-23;0910107291;system;False
1042;Claudia Smith;V474110951;OTHER;1987-05-18;0901910595;system;False
1043;Douglas Vance;S420106392;OTHER;2017-11-19;0984108525;system;True
1044;Mr. Ross Mejia;U336921481;FEMALE;1931-03-18;0994056360;system;False
1045;Annette Zimmerman;G104713103;MALE;2002-09-09;0985846276;system;False
1046;Bryan Griffith;B800445563;FEMALE;1962-01-30;0987493944;system;True
1047;Vicki White;Q221829031;FEMALE;1921-08-02;0966810335;system;True
1048;Dave Welch;Z681024090;FEMALE;1991-08-11;0919072919;system;True
1049;David Snyder;O522910341;MALE;1979-03-20;0938098847;system;True
1050;Julia Chan;M241502896;MALE;2001-01-16;0994643883;system;False
1051;John Carson;N751083625;OTHER;1927-04-23;0958720435;system;False
1052;Christina Webster;D805975410;MALE;1965-02-21;0941156363;system;False
1053;Margaret Ellis;C755232101;OTHER;1918-08-10;0919958064;system;True
1054;Thomas Bailey;H010851905;MALE;1994-04-24;0923101238;system;False
1055;Susan Smith;P472616103;OTHER;1941-07-21;0953125561;system;True
1056;Kathryn Payne;G401001261;MALE;1971-11-14;0923490106;system;True
1057;Andrew Schultz;J107108817;OTHER;1943-01-09;0904314020;system;True
1058;William Rodriguez;C638042939;FEMALE;1972-08-31;0904150661;system;False
1059;Justin Morgan;A279029821;OTHER;1955-09-12;0905105885;system;False
1060;Nicole West;A146166012;MALE;1906-06-07;0981102572;system;False
1061;Katherine Pineda;M949146145;OTHER;1912-07-01;0934794932;system;True
1062;Anthony Mills;S673851586;MALE;1937-05-11;0971469998;system;False
1063;Yvonne Flynn;P834158001;FEMALE;1993-09-29;0946725556;system;False
1064;Leslie James;H739526568;FEMALE;1927-08-23;0998109656;system;False
1065;Jacob Sanchez;W061063576;OTHER;1970-02-11;0936600332;system;False
1066;Brittney West;C562887962;FEMALE;2000-08-14;0909344441;system;False
1067;Deanna Nguyen;P276923401;MALE;1956-07-09;0942921023;system;False
1068;Joseph Aguilar;V770293310;MALE;1992-07-01;0937042107;system;True
1069;James Hernandez;U017747138;FEMALE;1954-01-24;0990106101;system;False
1070;Destiny Miller;Q486257091;MALE;1912-08-09;0977210362;system;True
1071;Luke Craig;N571061010;MALE;1966-05-29;0954987510;system;False
1072;David Stewart;O746220842;FEMALE;2004-04-23;0922147100;system;False
1073;Stephanie Smith;Q881089710;FEMALE;1934-08-19;0926484195;system;True
1074;Jonathan Dunn;E210319419;FEMALE;1931-07-04;0901069210;system;True
1075;John Morris;W679175418;OTHER;2002-05-28;0965119988;system;True
1076;Richard Stephens;Y804280261;FEMALE;1989-08-21;0945365210;system;False
1077;Tyler Holland;H104529101;OTHER;1991-06-11;0919106839;system;False
1078;Sally Cook;E341010019;OTHER;2012-06-07;0905010771;system;False
1079;Melissa Moore;C448891058;MALE;2012-01-14;0910410237;system;False
1080;Stacey Tate;Q974417506;OTHER;2000-02-22;0910108449;system;False
1081;John Knight;V206240701;FEMALE;2006-05-17;0910070810;system;False
1082;Carrie Hanson;X461566427;OTHER;1924-06-21;0937359256;system;True
1083;Christina Reeves;H989109310;MALE;1973-07-19;0977682560;system;False
1084;Jason Rojas;U830890448;OTHER;1972-07-26;0938135071;system;True
1085;Courtney Rodriguez;E742289858;MALE;1957-02-27;0911010064;system;True
1086;Michael Ross;H836282910;MALE;1990-11-27;0939204810;system;True
1087;Michael Murray;B821010904;FEMALE;1967-10-15;0955752872;system;True
1088;Michael Powell MD;V347171049;MALE;1939-12-28;0911011578;system;True
1089;Amy Wyatt;V035100364;MALE;1990-10-29;0974318110;system;False
1090;Tanya Carroll;P110614332;MALE;1940-10-30;0910400319;system;False
1091;John Rogers;D895149105;MALE;2004-05-28;0910144285;system;True
1092;Duane Johnson;J354204801;OTHER;1991-12-07;0973270166;system;False
1093;Monica Hernandez DVM;H197010097;MALE;1917-05-05;0961036448;system;False
1094;Rachel Lee;F959858604;OTHER;1972-09-21;0914410110;system;True
1095;Stephanie Garcia;N615596966;MALE;1978-12-20;0921005974;system;False
1096;Kristen Griffith;S486825686;FEMALE;1950-09-20;0959623697;system;True
1097;James Alexander;N019107641;FEMALE;1930-01-10;0962501076;system;False
1098;Mackenzie Fitzgerald;P201764101;MALE;1986-12-10;0917339898;system;False
1099;Norman Estrada;S398808210;FEMALE;2007-06-25;0921053771;system;True
1100;Ryan Williams;P590326216;OTHER;1995-01-03;0910810104;system;True
1101;Haley Harris;N210110210;FEMALE;1994-01-30;0941070234;system;False
1102;Daniel Compton;S963076106;FEMALE;1918-03-27;0910289651;system;False
1103;Brian Morales;C665431006;OTHER;2005-08-14;0911062471;system;False
1104;Jonathan Hill;O105853341;FEMALE;1952-01-06;0919671010;system;False
1105;Johnny Ortega MD;I521060165;OTHER;1956-10-20;0985910281;system;True
1106;Stuart Ramirez;P021226923;OTHER;1932-12-15;0944367938;system;False
1107;Renee Adams;V635102101;MALE;2002-06-19;0910810626;system;True
1108;Jill Cortez;N999381410;FEMALE;1907-01-08;0980103208;system;True
1109;Chelsea Dawson;V892101105;FEMALE;1920-02-25;0901099210;system;False
1110;Brooke Garza;G555416521;FEMALE;1935-12-30;0925110610;system;False
1111;Angela Clark;W205716087;OTHER;1913-04-25;0920545356;system;False
1112;Tracy Henderson;D732460066;MALE;1908-03-31;0920940113;system;True
1113;Angelica Hernandez;L153046810;MALE;1936-10-08;0961405561;system;True
1114;Michael Cox;S400104102;OTHER;1913-09-15;0942069856;system;False
1115;Rebecca Oliver;Z718962418;OTHER;1953-01-05;0943041501;system;True
1116;Emily Case;D322839108;OTHER;1924-07-19;0971070101;system;False
1117;Catherine Ortiz;B104390571;OTHER;1939-04-25;0999860527;system;False
1118;Chad Mccullough;P387107970;MALE;1979-02-07;0909782110;system;False
1119;Benjamin Walter;K998141054;MALE;1959-04-25;0981039821;system;False
1120;Chad Lynch;M584261077;MALE;1962-07-03;0964064286;system;False
1121;Evan Cook;M490102463;FEMALE;1975-12-17;0920125480;system;True
1122;Chelsea Thomas;G272633380;OTHER;1930-12-17;0993821034;system;True
1123;Scott Hernandez;L814239853;FEMALE;1938-08-17;0923871449;system;True
1124;Eric Miller;B169079310;FEMALE;1909-07-11;0964010501;system;True
1125;Timothy Turner;M357441089;FEMALE;2013-01-20;0958954979;system;False
1126;Charles Hess;S994106101;FEMALE;1947-12-24;0958011100;system;False
1127;Leah Gray;M601001710;MALE;1912-03-04;0920403452;system;False
1128;David Jackson;N891046011;MALE;1909-05-22;0993725373;system;True
1129;David Costa;S057287109;MALE;1978-12-24;0999504158;system;True
1130;Jessica Vasquez;A535388102;MALE;1993-04-14;0932842051;system;False
1131;Robert Cooley;U565706674;FEMALE;1933-03-17;0926235423;system;False
1132;Sharon Franco;H847722107;OTHER;1953-01-22;0951017816;system;True
1133;Audrey Crawford;E780481012;MALE;1921-01-26;0910759899;system;True
1134;Jennifer Griffin;Q211646943;FEMALE;2006-04-02;0965522963;system;False
1135;Travis Waller;T361091047;FEMALE;1970-05-29;0993691039;system;True
1136;Dawn Nelson;D106810684;MALE;1979-02-01;0965386726;system;True
1137;Marcus Gonzalez;G108369248;FEMALE;1957-12-25;0920638821;system;False
1138;Rebecca Smith;X510361092;OTHER;1910-05-23;0943100106;system;False
1139;Kimberly Martinez;V218928431;FEMALE;1966-10-09;0948104134;system;False
1140;Jonathan James;G251029374;MALE;1991-04-20;0978608101;system;False
1141;Andrew Martin;G109412702;OTHER;2008-10-04;0990459939;system;False
1142;Leah Hale;R263329191;MALE;2010-09-04;0910104996;system;True
1143;Ronald Hawkins;F914931034;OTHER;1942-09-06;0910905480;system;False
